link,title,source,date,text
https://stlucia.loopnews.com/content/starbucks-citing-ocean-threat-ditching-plastic-straws-3,"Starbucks, citing ocean threat, is ditching plastic straws",https://stlucia.loopnews.com,7/9/18,"Starbucks will eliminate plastic straws from all of its locations within two years, citing the environmental threat to oceans.

The company becomes the largest food and beverage company to do so as calls to cut waste globally grow louder. Plastic straws have become a flashpoint.

A week after its hometown banned plastic drinking straws and utensils, the Seattle company said Monday that by 2020, it will be using straws made from biodegradable materials like paper and specially designed lids. The company already offers alternative straws in Seattle.

Other cities, like Fort Meyers, have banned plastic straws. Similar proposals are being considered in places like New York and San Francisco.

The waste issue is coming up in company boardrooms, though Starbucks is taking the lead among global companies on straws.

In February, Dunkin' Donuts said that it would eliminate polystyrene foam cups from its stores by 2020.

McDonald's shareholders voted down a proposal requesting a report on plastic straws in May.

McDonald's recently said it would switch to paper straws in the United Kingdom and Ireland by next year, and test alternatives to plastic straws in some U.S. locations. The burger chain said this year that it would use only recycled or other environmentally friendly materials for its soda cups, Happy Meal boxes and other packaging by 2025.

While plastic drinking straws have become one of the more high-profile issues environmentally, they make up only about 4 percent of the plastic trash by number of pieces, and far less by weight. Straws add up to about 2,000 tons of the nearly 9 million tons of plastic waste that ends up in waters around the globe each year.

The strawless lids will begin to appear in Seattle and Vancouver Starbucks this fall, with phased rollouts within the U.S. and Canada to follow next year. A global rollout of the strawless lids will follow, beginning in Europe where the will be used in select stores in France and the Netherlands, as well as in the United Kingdom."
https://cbsaustin.com/news/nation-world/starbucks-environment-ditching-plastic-straws,"Starbucks, citing environment, is ditching plastic straws",https://cbsaustin.com,7/9/18,"Starbucks, citing the environment threat to oceans, will ban plastic straws from all of its stores globally in less than two years.

The company becomes the largest food and beverage company operating globally to do so.

Starbucks said Monday that it is making available a strawless lid at 8,000 stores in the U.S. and Canada for certain drinks.

Starbucks Coffee Co. estimates the switch will eliminate more than 1 billion plastic straws a year.

The company's announcement comes a week after it's hometown, Seattle, banned single-use plastic straws and utensils at businesses that sell food or drinks in the city.

Starbucks said cold beverages in which a straw is typically included make up 50 percent of the drinks its sells, up from just 37 percent five years ago."
https://dailycoffeenews.com/2018/07/09/the-first-straw-single-use-straw-bans-a-small-step-for-coffee-sellers/,The First Straw: Single-Use Straw Bans a Small Step for Coffee Sellers,https://dailycoffeenews.com,7/9/18,"Starbucks announced today that it is eliminating single-use plastic straws from all its 28,000 stores worldwide by 2020. (Why not tomorrow?)

The move follows a ban on plastic straws and utensils in Starbucks’ home city of Seattle that took effect July 1, and it carries a $250 fine for any restaurants caught using single-use plastic.

Starbucks — which is replacing straws with a proprietary, recyclable alternative plastic lid that looks and functions like a sippy cup — took the opportunity to pat itself on the back and declare the moment a fine example of corporate responsibility.

“By nature, the straw isn’t recyclable and the lid is, so we feel this decision is more sustainable and more socially responsible,” said Chris Milne, director of packaging sourcing for Starbucks. “Starbucks is finally drawing a line in the sand and creating a mold for other large brands to follow. We are raising the water line for what’s acceptable and inspiring our peers to follow suit.”

While Starbucks does post some big numbers in terms of drinks sales and straw usage, switching from single-use straws to recyclable (depending on the market) polypropylene lids is a tiny drop in a vast ocean in terms of curbing marine plastic pollution.

Among the many misunderstandings and conundrums associated with recycling plastic, consider these: 1) The world’s number one recycler of plastic, China, has refused to accept more plastic from the Western world; 2) The vast majority of the plastic that is recycled ends up as content for another single-use product that winds up in landfills or in the environment; 3) Only approximately 9 percent of plastic is recycled in the first place; the list goes on.

It is as if the recycling of plastic never had a chance as a viable method for reducing the amount of plastic entering landfills or being returned to the natural environment, often in the form of microplastics that find their way to ocean beds to choke out marine life.

Yet here we are in 2018, and straws are being singled out as a prime culprit of environmental degradation, particularly in the coffee industry, where plastic and polystyrene foam (styrofoam) for decades helped pave the way for a high-volume drinks sales model.

Why straws? There are some truths and half-truths floating around about the particular size of straws and their ability to escape recycling streams. Numerous nonprofit environmental organizations have singled out the suckers as villains, creating a small movement that has resulted in such policy decisions as recently expressed in Seattle and other municipalities in California and Florida, in bans in small cafes and bars, and in corporate policy decisions throughout the hospitality sector.

One popular theory is that straws represent a kind of “gateway plastic” that can help corporations and consumers be more aware of their usage of nonbiodegradable products.

“As our team explored the myriad options of plastic pollution to find the perfect entry point to incent behavior change, we found plastic water bottles too endemic, plastic bags already somewhat politicized, and no viable alternative for the plastic cup in ALL markets,” Dune Ives, executive director of the Lonely Whale Foundation, wrote in a recent column for Wildlife Conservation International.

In a sense, Starbucks’ announcement is a learned behavior change. In today’s announcement, Colleen Chapman, the vice president of Starbucks global social impact, said eliminating straws is “a response to requests from partners and customers.”

Unfortunately, Chapman added, “Not using a straw is the best thing we can do for the environment.”

Let’s not get carried away. While Starbucks should be commended for taking the lead among global chain retailers of coffee, this is a mere baby step up a steep, tall mountain made of single-use waste."
https://www.eonline.com/news/950399/starbucks-sippy-cups-will-replace-plastic-straws-by-2020,Starbucks Sippy Cups Will Replace Plastic Straws by 2020,https://www.eonline.com,7/9/18,"Starbucks is ditching straws for a good cause.

The coffee company announced on Monday its global plan to eliminate single-use plastic straws from more than 28,000 of the company's stores by 2020. Instead of the longtime drinking tool, the company will provide strawless lids, which will become the new standard for iced coffee, tea and espresso beverages. Through this decision, the company expects to eliminate more than one billion plastic straws annually from Starbucks stores.

If the new lid idea sounds familiar, perhaps you've already used one. Thousands of Starbucks stores in the United States and Canada have already put the strawless lids to work, using them for the Starbucks Draft Nitro and Cold Foam.

For the beverages that customers might still want a straw—like Frappuccinos— Starbucks will begin offering straws made from alternative materials like paper and compostable plastic by request.

According to the company, the new lids will be implemented in Seattle and Vancouver this fall with further rollouts in the United States and Canada in 2019. A global rollout will follow, beginning in Europe."
https://qz.com/1323895/will-starbucks-make-an-impact-by-banning-straws,"Even if the US never used a plastic straw again, it would barely make a dent",https://qz.com,7/9/18,"Americans supposedly use 500 million plastic straws every day—or not. It turns out that the math behind that figure was done by a nine-year-old in 2011.

But, let’s say—for the sake of argument—that as many as 500 million plastic straws are used in the US every day. That would be about 182.5 billion straws a year. A plastic straw weighs about 0.4 g. Do the math and you’ll arrive at about 73,000 metrics tons of plastic straws per year.

Advertisement

How much plastic waste is generated in the US every year? According to the US Environmental Protection Agency, it’s a lot: 30 million metric tons. Do the math and you’ll figure out that, even if we are to take the inflated estimate of a nine-year-old at face value, plastic straws account for only around 0.2% of total plastic waste in the United States every year.

That doesn’t mean Starbucks is wrong to plan to ditch plastic straws by 2020: Research has proven that public awareness campaigns—when backed by science—guide overall behavior toward more sustainable consumption."
https://www.nbcnews.com/business/business-news/starbucks-says-it-will-stop-offering-plastic-straws-2020-n889776,Starbucks says it will stop offering plastic straws by 2020,https://www.nbcnews.com,7/9/18,"Starbucks says it will eliminate plastic straws from its stores globally by 2020, a nod to the growing push for businesses to be more environmentally friendly.

The company becomes the largest food and beverage company to do so as calls to cut waste globally grow louder. Plastic straws have become one of the biggest targets.

""There are several of these single-use items the public is realizing, hey, we don't actually need these,"" said Denise Hardesty, a scientist with Australia's Commonwealth Scientific and Industrial Research Organisation who studies plastic pollution.

A week after Seattle banned plastic drinking straws and utensils, the company said Monday that by 2020, it will be using straws made from biodegradable materials like paper and specially designed lids. The company already offers alternative straws in Seattle.

Other cities, like Fort Meyers, have banned plastic straws as well. Similar proposals are being considered in places like New York and San Francisco.

The issue is coming up in company boardrooms, though Starbucks is taking the lead.

In February, Dunkin' Donuts said it would eliminate polystyrene foam cups from its stores by 2020.

McDonald's shareholders voted down a proposal requesting a report on plastic straws in May. McDonald's also recently said it would switch to paper straws in the United Kingdom and Ireland by next year, and test alternatives to plastic straws in some U.S. locations.The burger chain also said this year it would use only recycled or other environmentally friendly materials for its soda cups, Happy Meal boxes and other packaging by 2025.

Starbucks notes the cups for its cold drinks are made from recyclable materials.

While plastic drinking straws have become one of the more high-profile issues environmentally, they make up only about 4 percent of the plastic trash by number of pieces, and far less by weight. Straws add up to about 2,000 tons of the nearly 9 million tons of plastic waste that ends up in the water each year.

The strawless lids will begin to appear in Seattle and Vancouver Starbucks this fall, with phased rollouts within the U.S. and Canada to follow next year. A global rollout of the strawless lids will follow, beginning in Europe where the will be used in select stores in France and the Netherlands, as well as in the United Kingdom.

Environmental activists have been pressuring businesses to ditch plastic straws because they can end up in the ocean and hurt marine life. The push gained traction after a viral video in 2015 showed rescuers removing a straw from a sea turtle's nose in graphic detail.

Still, the advocacy group 5 Gyres notes that the top five biggest sources of single-use plastic are plastic bags, water bottles, to-go containers, to-go cups and straws.

Other plastic items have also been targeted in recent years.

Several local governments have enacted bans and fees on plastic bags. Reusable water bottles have also gained popularity as a way to reduce use of plastic water bottles, with refilling water stations popping up on college campuses and elsewhere.

One reason big chains say it will take time to change practices may be the difficulty in securing adequate supplies. Imperial Dade, a food service and janitorial supplies distributor based in New Jersey, says it's seen a huge spike in demand for alternative straws in recent months.

""Our biggest challenge is trying to locate alternative sources so we can satisfy the demand,"" said Laura Craven, the company's director of marketing.

Craven also said she's starting to see more awareness about the need for exemptions for straws that bend, which people with disabilities and others may need. Starbucks says it expects an alternative it has to work in that regard.

The strawless lids will begin to appear in Seattle and Vancouver Starbucks this fall, with phased rollouts within the U.S. and Canada next year. A global rollout of strawless lids will follow, beginning in Europe, where they will be used in some stores in France and the Netherlands, as well as in the United Kingdom."
https://www.delish.com/food-news/a22078798/starbucks-getting-rid-of-straws-2020/,Starbucks Adds More Strawless Markets 2019,https://www.delish.com,7/9/18,"UPDATE: July 26, 2019 at 11:55 a.m.

Starbucks is still on track to phase out plastic straws from all 30,000-plus of its stores worldwide by 2020 with seven more markets making the switch by August 2019. In mid July, stores in Los Angeles, San Francisco, and Seattle transitioned to the sippy cup-style lids initially designed for Starbucks’ Draft Nitro drink. Washington, D.C., San Diego, Indianapolis, and Toronto will follow suit in August.

The new lid has 9 percent less plastic than the current lid and straw served at most Starbucks, the brand says. It will be used on all iced drinks except Frappuccinos, which will come with a straw made from paper or PLA compostable plastic made from sustainable materials. People who prefer or need a straw can still request one; the ones given out will be made with plant-based or other sustainable materials.

ORIGINAL POST: July 09, 2018 at 6:58 a.m.



Back in 2016, Starbucks began serving coffee with strawless lids at Seattle's Reserve Roastery. The 'sippy cups,' as the internet so lovingly dubbed them, have started to roll out across the country with Starbucks' new cold-foam topped drinks. In the next few years, you can expect to see a lot more of 'em. The coffee giant announced today a global effort to eliminate single-use plastic straws by 2020, and the new lids are a major player in making that happen.

Starbucks

Currently available at more than 8,000 stores in the U.S. and Canada, the lids will be phased in to every Starbucks in Seattle and Vancouver this fall, with more regions following suit.

If you're already panicking over how to drink your beloved Frapp — don't freak out. The iconic green straw will still be available, but in a new material. Instead of using single-use plastic straws, Starbucks is switching over to paper and compostable plastic straws, served with Frappuccinos and available upon request for customer ""who prefer or need a straw,"" per the company.



Along with announcing the environmentally-friendly decision — it's said to save 1 billion straws per year — Starbucks announced two new drinks rolling out tomorrow. Starting Tuesday, July 10, U.S. and Canadian menus will feature a Salted Cream Cold Foam Cold Brew (served with a strawless lid) and an Iced Vanilla Bean Coconutmilk Latte. The latter uses vanilla bean and coconutmilk shaken with ice and shots of espresso, which makes is less calorie-dense than other lattes. Since there's no syrup, there's also less sugar.

Starbucks

Starbucks' effort to go strawless is one of many from companies and cities hoping to reduce waste and keep straws from ending up in the ocean, where they can hurt wildlife. Last week, Seattle announced it is the first city to ban plastic straws and utensils."
https://www.9news.com.au/world/starbucks-removing-plastic-straws-by-2020/660a4e59-887a-4953-8aea-26d69e8edb86,Starbucks ditching plastic straws by 2020,https://www.9news.com.au,7/10/18,"Global coffee giant Starbucks will ditch plastic straws from their cafes from 2020, becoming the largest food and beverage company to make the eco-friendly move.

While Australia still comes to grips with the single-use plastic bag ban adopted by supermarkets Woolworths and Coles and other retailers , plastic straws have become another battleground for companies looking to reduce waste.

""There are several of these single-use items the public is realising, hey, we don't actually need these,"" said Denise Hardesty, a scientist with Australia's Commonwealth Scientific and Industrial Research Organisation who studies plastic pollution.

Starbucks has become the first major food and beverage company to ditch plastic straws. Picture: AAP (AAP)

A week after its hometown of Seattle banned plastic drinking straws and utensils, Starbucks said that by 2020 it will use straws made from biodegradable materials such as paper and specially designed lids. The company already offers alternative straws in Seattle.

Straws often become rubbish because their small size makes them difficult to recycle.

Plastic drinking straws make up only about 4 percent of plastic rubbish by number of pieces, and far less by weight. Straws add up to about 2000 tonnes of the nearly 9 million tons of plastic waste that ends up in waters around the globe each year.

The global coffee giant will remove plastic straws in stores across the country by 2020. Picture: AAP (AAP)

The issue of waste more broadly is coming up in company boardrooms. In February, Dunkin' Donuts said it would eliminate polystyrene foam cups from its stores by 2020.

McDonald's said it would switch to paper straws in the United Kingdom and Ireland by next year and test alternatives to plastic straws in some US locations. The burger chain also said this year it would use only recycled or other environmentally friendly materials for its soda cups, Happy Meal boxes and other packaging by 2025.

One reason big chains say it will take time to change practices may be the difficulty in securing adequate supplies. Imperial Dade, a food service and janitorial supplies distributor based in New Jersey, said it has seen a huge spike in demand for alternative straws in recent months.

Plastic straws are the next target for companies wanting to reduce on their waste. Picture: AAP (AAP)

""Our biggest challenge is trying to locate alternative sources so we can satisfy the demand,"" said Laura Craven, the company's director of marketing.

Craven also said she's starting to see more awareness about the need for exemptions for straws that bend, which people with disabilities and others may need. Starbucks says it expects an alternative it has to work in that regard."
https://www.nbcnews.com/business/consumer/after-starbucks-which-company-will-next-ban-plastic-straws-n889976,"After Starbucks, which company will next ban plastic straws?",https://www.nbcnews.com,7/10/18,"It’s the last straw for Starbucks.

The Seattle-based coffee chain said that it will eliminate single-use plastic straws in all of its 28,000 stores by 2020, an announcement that comes on the heels of Seattle’s passage of a citywide ban on plastic straws (as well as utensils) that went into effect at the beginning of this month.

So, who's next?

“When one major company does something, that kind of puts pressure on the others. No restaurant wants to be known as the last one to use Styrofoam packaging,” said Caleb Bryant, senior beverage analyst at Mintel.

In an emailed statement, a spokeswoman for Burger King said that the brand would begin its rollout of biodegradable straws in the U.K. this September. In response to a question about if or when the brand would expand the initiative into locations where it is not legally mandated, she said, “We look forward to sharing more updates in the near future.”

McDonald’s CEO Steve Easterbrook told CNBC last month that the issue of disposable plastic was “on everyone’s radar,” but said the fast food chain had no plans to ditch plastic altogether. ""There isn't currently a viable alternative that's nonplastic at the moment, at the scale we need,” he said.

Alaska Airlines announced in May that it will stop using plastic coffee stirrers and citrus picks, part of a larger set of sustainability goals. (The airline said it used 22 billion of them last year.)

Bon Appetit Management Company, a foodservice management company that services colleges, corporations and cultural institutions at 1,000 locations across the U.S., recently announced that it would stop serving plastic straws in the facilities it manages, spurred by a decision from the University of Portland, one of its clients, to do away with single-use plastic straws.

“Our first choice is to have straws only by request,” said Maisie Ganzler, chief strategy and brand officer for the company. Ganzler said the company is bringing in paper straws and experimenting with ones made from hay and bamboo.

The move away from plastic straws is part of a growing awareness of the effect that the eight million metric tons of plastic that are dumped into the world’s oceans each year have on marine life.

Social media has helped play a role in raising awareness. A video of a plastic straw being removed from the nose of a rescued sea turtle went viral. Actor and activist Adrian Grenier of Entourage has taken to replying to the Instagram photos of fellow celebrities using plastic straws with comments like ""#stopsucking.""

In a report on sustainability practices, the National Restaurant Association said that 45 percent of customers consider environmentally friendly packaging to be an important factor they consider when making a choice of where to dine.

Although alternatives like paper or compostable straws are more expensive than their plastic counterparts, Darren Tristano, CEO of foodservice industry consulting firm CHD Expert said the ultimate economic impact for Starbucks might be a wash, as straw usage overall declines over time. Unlike other restaurant chains that are swapping in straws made of paper or plastic-like compostable materials, Starbucks has gone a step further, pioneering the use of recyclable cold drink lids that don’t need to be used with a straw and investing $10 million in developing a recyclable, compostable hot-drink cup.

There also is the financial cost to consider. “The paper straws are significantly more expensive than the plastic,” Ganzler said. She wouldn’t say how much the shift away from plastic was costing Bon Appetit, but she said she expects both product and distribution costs for non-plastic straws to fall as their usage becomes more widespread throughout the industry.

But despite the cost, it’s only a matter of time before other brands follow Starbucks’ lead, said Tristano.

“I would expect to see McDonalds, Wendy's and Dunkin Donuts following suit and making some changes in regions of the U.S. that are most environmentally conscious… and also near the ocean or lakes where wildlife can be affected by the debris and pollution,” he said."
https://newrepublic.com/article/149704/starbucks-straw-ban-environmental-milestone,Why Starbucks’ Straw Ban Is an Environmental Milestone,https://newrepublic.com,7/10/18,"Starbucks says its new strawless lid “is made from polypropylene, a commonly-accepted recyclable plastic that can be captured in recycling infrastructure.” Starbucks

The fact that Starbucks is replacing its plastic straws with denser plastic lids has also spurred concerns that the company is still using roughly same amount of plastic in its packaging, if not more. But Starbucks has argued that its new lids will be much easier to recycle than plastic straws. “By nature, the straw isn’t recyclable and the lid is, so we feel this decision is more sustainable and more socially responsible,” Starbucks’ director of packaging sourcing said in a statement. As Sam Athey, a plastics pollution researcher, explained to the The New York Times, “Plastic straws are pretty small and lightweight, so when they’re going through the mechanical sorter, they’re often lost or diverted.” And once straws slip through the cracks and get into the environment, it takes about 200 years for them to break down. “The straw was never recyclable,” Nuñez said. “The significance of the lid is that now you’ve got one item instead of two, formed in a shape that could potentially be recycled.”

The key word is “potentially”: Most recyclable plastic is never actually recycled. “The global recycling rate is less than 10 percent for plastic,” said Julie Andersen, the global executive director of Plastic Oceans Foundation. And the biggest flows of plastic into the oceans are coming not from America, but Southeast Asia and India, where cities don’t have robust trash and recycling systems. That’s why many ocean cleanup advocates say inadequate waste management, not the widespread use of plastic, is the biggest obstacle to preventing ocean plastic pollution.

But advocates also say companies like Starbucks share a responsibility, with governments, to improve recycling practices around the world. “All industries should be accountable for the plastic waste they create,” Andersen said. In Germany, for example, a whopping 65 percent of waste is recycled—and that’s partially because companies that sell plastic products must pay into the recycling system for the amount of plastic they put out. “As soon as [Germany] did that, the industry came up with ways to reduce the plastic they were producing,” Andersen said. “Personally,” she added, “I’ve never been to a Starbucks where they have a big recycling bin.” (Starbucks reportedly has front-of-store recycling in 50 percent of its company-owned stores.)"
https://www.today.com/food/starbucks-plans-eliminate-plastic-straws-2020-t132754,Starbucks plans to ban plastic straws from stores in more cities by 2020,https://www.today.com,7/10/18,"Starbucks' customers in seven more cities can now officially say goodbye to plastic straws.

A year ago, the coffee giant committed to eliminating its iconic green straws from stores worldwide by 2020.

As a substitute, the chain designed straw-less lids, which were originally offered at select locations in the U.S. and Canada, for its cold beverages.

Starbucks

Earlier this month, Starbucks announced that cafés in Los Angeles, San Francisco, Seattle, Indianapolis, San Diego, Toronto and Washington, D.C. will all be joining be new cool cup club this summer — in other words, stores in those cities will no longer be offering plastic straws to customers.

This summer we're rolling out lightweight, recyclable strawless lids in select cities with more to follow in 2020.



So if you're in Los Angeles, San Francisco, Seattle, Washington, D.C., Indianapolis, San Diego or Toronto, your iced drink may look a little different. 💚 pic.twitter.com/BSBefNbTYt — Starbucks Coffee (@Starbucks) July 19, 2019

The straw-less lid will become the standard for all iced coffee, iced tea and iced espresso beverages served in the 30,000-plus Starbucks locations around the globe by 2020, says the chain. For those who prefer sipping over gulping, stores will also offer straws made from alternative materials, such as paper or compostable plastic.

When it first made the anti-plastic pledge in 2018, Starbucks became the largest food and beverage retailer to join in on the growing movement to halt plastic straw usage and eliminate waste produced by so much plastic consumption. About a billion Starbucks straws are still used every year, according to the company.

But Starbucks isn't the only company trying to address this global issue.

Last summer, McDonald's in the U.K. announced that it would be getting rid of plastic straws in all of its stores by the end of 2019, and in May IKEA said it would remove plastic items like straws, disposable plates, garbage and freezer bags (both for sale in stores and in its restaurants) by 2020. One of the nation's largest grocery chains, Kroger, will stop offering single-use plastic grocery bags by 2025.

Each year, 8 million metric tons of plastic waste end up in the ocean, and it's having a devastating effect on ocean-dwelling species, according to a Starbucks press release.

When Starbucks first announced the big news in 2019, it was well-received by many people.

I was proud to get a ban on #plastic straws passed last month 4 all HouseOfficeBuildings. Pleased today to see #Starbucks decision to implement its own #PlasticBan phasing out #PlasticStraws in all stores worldwide 4sake of #marinelife& #environment.#PlasticFreeJuly @implicitweet pic.twitter.com/ejJ3F1Zf4x — Steve Cohen (@RepCohen) July 9, 2018

Starbucks will be rid of there plastic straws by 2020. Thank you Starbucks for caring about the environment — Athena (@agoddessthing) July 9, 2018

But some pointed out that the company still runs through a lot of plastic with its cold-beverage cups and lids.

On the Starbucks straw ban... I get that eliminating plastic straws is a start, but when single-use plastic straws only account for about 4% of plastic waste and you're still using plastic cups, it's more of a way to try and make yourself ~look good~ innit — Rhianna (@rhiannaoliviab) July 9, 2018

It's about time Starbucks saved the world by not serving plastic straws with their plastic cups and plastic lids — John Pittsburgh (@HereComesTrebil) July 9, 2018

But it isn't just about the straw for Starbucks when it comes to focusing on reducing plastic waste. The company is also working to develop a recyclable and compostable hot cup in partnership with Closed Loop Partners through its NextGen Cup Consortium and Challenge.

Until the chain's more eco-friendly straw and lid changes become permanent, there's another simple way to help cut down on waste — and it will save you money if you go to Starbucks a lot. Simply bring in a resuable cup for a sweet discount: it's usually 10 cents off any sized drink, but sometimes the stores will offer additional promotions, like a free refill.

This article was originally posted on July 9, 2018."
https://finance.yahoo.com/news/straw-supplier-says-starbucks-making-right-decision-200507502.html,Straw supplier says Starbucks is making the 'right decision',https://finance.yahoo.com,7/10/18,"It’s estimated that more than 500 million plastic straws are used per day in the U.S. But that number could be about to plunge as big corporations like Starbucks (SBUX) start to eliminate them.

On Monday, Starbucks announced that it will stop using plastic straws in its 28,000 stores by 2020. Instead, the company will use a strawless lid on most of its cold beverages, replacing the more than 1 billion green straws the company hands out each year.

John Sidanta, the CEO and founder of PRIMASTRAW, a company that manufactures straws for major chains like Starbucks, told Yahoo Finance in a LinkedIn message that it’s the “right decision” for the coffee giant to want to “change, reduce or replace” the materials currently being used in its straws.

He emphasized, however, that Starbucks would never be able to eliminate straws entirely because of some of the drinks offered. Furthermore, he noted that children and people with certain disabilities would continue to need straws.

Like any company leader confronted by changing customer demands, Sidanta recognizes this is just part of doing business.

“[W]e have provided solutions since 10-15 years ago,” he said. “For straw manufacturers, we have to cope” by providing alternative materials while delivering the same function. He did, however, say alternatives won’t work if costs are significantly higher.

The strawless revolution

Lately, it seems that there’s been a movement to go strawless. In March, “Entourage” actor Adrian Grenier spoke at Starbucks’s annual meeting encouraging shareholders to pass a resolution for the coffee company to get rid of plastic straws.

“I’m here not because I was asked to be, I’m here because I have seen this destruction firsthand. I’m here because I care, and Starbucks, I want you to care more,” Grenier said at the meeting. “I am business friendly and I understand the challenges associated with innovation on a global scale, but solutions are already on the market and our competitors have begun to take action.”

While the resolution Grenier presented on behalf of As You Sow failed to pass — as shareholder resolutions often do — Starbucks paid attention to the star’s plea.

Back in 2016, Emily Alexander and her team in research and development spent weeks working on a strawless lid for customers to enjoy the creamy foam of Starbucks’s Nitro beverage. It turns out that lid design will play an important role as the company moves to reduce waste by going strawless.

Grenier, a UN Goodwill Ambassador, applauded the company’s announcement.

“Starbucks taught the world how to drink coffee, and I believe that this commitment will help teach the world how to embrace sustainable business practices—starting with the plastic straw,” Grenier said.

Story continues

Starbucks new strawless lid

Starbucks is not alone

The world’s largest seller of coffee joins other major corporations on the strawless bandwagon.

Also on Monday, Hyatt Hotels (H) said it would end single-use straws and drink picks and start offering eco-friendly alternatives. Hilton Hotels (HLT) plans to remove the 5 million plastic straws it hands out each year by the end of 2018. Passengers on board Royal Caribbean (RCL) will only receive a straw with a drink order if they request it.

Last year, a 16-year-old Girl Scout Shelby O’Neill successfully convinced Alaska Airlines (ALK) to ditch 22 million single-use stir straws and citrus picks the airline uses each year for marine-friendly alternatives.

In May, Bon Appétit Management Company said it would ban plastic straws and stirrers companywide in its 1,000 cafés and restaurants in 33 states with the phase-out expected to be completed by September 2019.

The movement extends beyond big businesses. Goldenvoice’s Coachella Music and Arts Festival eliminated an estimated 300,000 single-use plastic straws.

This spring, the University of Portland became the first university to ban plastic straws on its campus. Other schools including Knox College in Illinois and California State University, Chico went strawless.

Meanwhile, cities across the U.S. have banned single-use plastic straws and utensils.

Julia La Roche is a finance reporter at Yahoo Finance. Follow her on Twitter. Send tips to laroche@oath.com."
